file;num_names;num_glb_names;num_loc_names;nst_logmodel;nst_logmodel_all;nst_logmodel_glb;nst_logmodel_maybe
1897620.js;17;5;12;0;5;5;0
947701.js;8;5;3;0;5;5;0
3113689.js;87;12;75;4;16;12;5
51734.js;7;1;6;1;2;1;1
1088573.js;6;3;3;0;3;3;0
230450.js;9;2;7;0;2;2;0
3891190.js;8;5;3;0;4;4;0
2941014.js;23;2;21;3;5;2;3
1439066.js;21;5;16;0;5;5;0
2943200.js;13;3;10;2;5;3;2
720687.js;14;3;11;0;3;3;0
2031213.js;48;30;18;3;33;30;3
5201833.js;47;11;36;0;11;11;0
3052171.js;17;5;12;1;6;5;2
4354026.js;5;3;2;0;3;3;0
727829.js;12;2;10;1;3;2;1
388892.js;9;3;6;0;3;3;0
447343.js;9;4;5;0;4;4;0
5283890.js;4;3;1;0;3;3;0
3353070.js;19;6;13;0;6;6;0
2433936.js;25;4;21;5;9;4;5
4983769.js;9;4;5;0;4;4;0
2691628.js;20;5;15;1;6;5;1
381659.js;16;2;14;1;3;2;1
572963.js;26;9;17;2;11;9;2
1179780.js;6;5;1;0;5;5;0
4194.js;15;4;11;1;5;4;1
4129.js;7;3;4;1;3;2;1
3017443.js;4;2;2;0;2;2;0
1659525.js;33;15;18;4;19;15;4
138018.js;4;1;3;0;1;1;0
3512672.js;17;1;16;2;3;1;2
3012111.js;35;2;33;7;9;2;7
136007.js;7;3;4;0;3;3;0
960200.js;4;2;2;0;2;2;0
5202210.js;13;9;4;3;11;8;3
5215737.js;12;3;9;1;4;3;1
3317011.js;12;6;6;0;6;6;0
1899277.js;11;3;8;0;3;3;0
1966691.js;7;3;4;0;3;3;0
1824180.js;13;6;7;0;6;6;0
4055395.js;5;3;2;0;3;3;0
4535198.js;3;2;1;0;2;2;0
3716054.js;10;2;8;3;5;2;3
4869088.js;6;3;3;1;4;3;1
110823.js;11;10;1;0;10;10;0
4378914.js;15;1;14;2;3;1;2
5141576.js;6;2;4;0;2;2;1
1084602.js;16;3;13;0;3;3;0
2170837.js;36;17;19;0;16;16;0
3755065.js;7;3;4;0;3;3;0
5221381.js;7;1;6;2;3;1;2
953678.js;2;1;1;0;1;1;0
2742551.js;14;6;8;0;6;6;0
3439206.js;4;1;3;0;1;1;0
289789.js;13;12;1;0;11;11;0
955241.js;16;2;14;3;4;1;3
3938239.js;4;1;3;0;1;1;0
726176.js;18;3;15;2;5;3;2
4132305.js;10;7;3;1;7;6;1
4262317.js;8;1;7;0;1;1;0
748238.js;5;2;3;1;3;2;1
1270473.js;25;9;16;1;9;8;1
1162638.js;11;1;10;3;4;1;3
2148829.js;46;18;28;1;19;18;1
1353643.js;12;6;6;0;6;6;0
5190152.js;3;1;2;0;1;1;0
295081.js;9;1;8;0;1;1;0
2717003.js;11;1;10;1;2;1;1
1100733.js;25;5;20;2;7;5;2
1187160.js;6;2;4;0;2;2;0
805765.js;17;2;15;1;3;2;1
517106.js;13;1;12;1;2;1;1
3810530.js;8;4;4;0;4;4;0
1838204.js;26;11;15;2;12;10;3
996695.js;28;1;27;8;9;1;8
650346.js;20;6;14;0;6;6;0
3019413.js;5;2;3;0;2;2;0
1648072.js;5;2;3;2;4;2;2
1682075.js;27;3;24;1;4;3;1
4556507.js;30;19;11;3;21;18;3
100972.js;39;15;24;1;16;15;1
3323866.js;3;2;1;1;3;2;1
2485483.js;12;2;10;1;3;2;1
1931603.js;9;2;7;0;2;2;0
1350021.js;5;1;4;2;3;1;2
3888148.js;12;8;4;0;8;8;0
1199347.js;15;12;3;0;12;12;0
1068132.js;56;10;46;0;10;10;0
698149.js;11;3;8;0;3;3;0
2482088.js;27;2;25;3;5;2;3
1276938.js;25;2;23;1;3;2;1
3896734.js;45;20;25;5;24;19;5
341653.js;15;2;13;1;3;2;1
2177735.js;16;4;12;0;4;4;0
2867596.js;33;6;27;2;8;6;2
2227212.js;15;5;10;3;8;5;3
719849.js;18;3;15;1;4;3;1
4751022.js;28;12;16;0;11;11;0
1278183.js;10;5;5;0;5;5;0
3524357.js;12;2;10;1;3;2;1
4837728.js;12;5;7;1;6;5;1
418761.js;8;1;7;0;1;1;0
2196006.js;11;2;9;0;2;2;0
3938763.js;7;1;6;0;1;1;0
1343845.js;23;1;22;1;2;1;1
1370423.js;18;4;14;1;4;3;1
405732.js;3;1;2;0;1;1;0
4390520.js;15;13;2;1;14;13;1
1023494.js;20;3;17;1;4;3;1
4772096.js;19;10;9;0;10;10;0
954140.js;17;6;11;0;6;6;0
522631.js;5;1;4;1;2;1;1
486764.js;6;4;2;1;5;4;1
49961.js;5;3;2;0;3;3;0
59149.js;23;3;20;0;3;3;0
984008.js;21;15;6;0;15;15;0
2892022.js;8;3;5;0;3;3;0
5192554.js;6;1;5;0;1;1;0
3163050.js;7;4;3;0;3;3;0
1573970.js;10;2;8;2;4;2;2
4194272.js;9;3;6;1;3;2;1
1390514.js;20;6;14;1;7;6;1
4005322.js;28;13;15;0;13;13;0
5022240.js;22;9;13;8;17;9;11
2743029.js;9;3;6;1;4;3;1
3299232.js;8;7;1;1;8;7;1
3798031.js;30;20;10;1;20;19;1
763577.js;12;7;5;0;7;7;0
1811057.js;24;12;12;0;12;12;0
2447141.js;38;11;27;6;17;11;6
1810743.js;45;3;42;0;3;3;0
4116613.js;6;3;3;0;2;2;0
2586254.js;7;2;5;0;2;2;0
68320.js;17;5;12;2;7;5;2
5049831.js;13;5;8;0;5;5;0
3220768.js;12;1;11;2;3;1;2
3314058.js;14;3;11;0;3;3;0
4680185.js;3;1;2;0;1;1;0
2815690.js;29;9;20;0;9;9;0
2787162.js;4;3;1;1;3;2;1
2039264.js;21;7;14;0;7;7;0
2824563.js;17;4;13;1;5;4;0
1293204.js;10;2;8;0;2;2;0
559968.js;15;6;9;1;5;4;2
3517544.js;25;12;13;3;15;12;3
520609.js;31;15;16;3;17;14;3
119802.js;23;2;21;0;2;2;0
1660029.js;13;7;6;1;8;7;1
777898.js;13;4;9;1;5;4;1
4836533.js;10;3;7;0;3;3;0
930225.js;5;2;3;0;2;2;0
3089247.js;12;2;10;0;2;2;0
4975090.js;13;1;12;0;1;1;0
2020119.js;3;1;2;1;2;1;1
1245758.js;26;13;13;0;13;13;2
1994345.js;9;6;3;0;6;6;0
987815.js;16;1;15;2;3;1;2
5171280.js;18;1;17;5;6;1;6
2625828.js;17;5;12;2;7;5;2
715151.js;24;8;16;0;8;8;0
3350936.js;10;2;8;0;2;2;0
5203782.js;7;5;2;0;4;4;0
5248978.js;10;1;9;1;2;1;1
2930374.js;2;1;1;0;1;1;0
2728111.js;13;3;10;2;5;3;2
859182.js;19;1;18;2;3;1;2
2626738.js;11;2;9;1;3;2;1
1356064.js;8;2;6;0;2;2;0
4620701.js;5;2;3;0;2;2;1
1083928.js;24;11;13;2;13;11;2
1482640.js;17;7;10;0;7;7;0
4087168.js;16;14;2;0;13;13;0
5181090.js;17;2;15;0;1;1;0
5052868.js;3;1;2;0;1;1;0
4101957.js;10;5;5;0;4;4;0
5024308.js;14;6;8;2;8;6;2
267886.js;6;3;3;2;5;3;2
1185389.js;22;5;17;0;5;5;0
2069087.js;4;2;2;0;2;2;0
1331315.js;12;1;11;3;4;1;3
4052668.js;24;7;17;1;8;7;1
962210.js;18;2;16;1;3;2;2
1269985.js;39;7;32;0;7;7;0
140207.js;9;1;8;1;2;1;1
3625092.js;8;2;6;2;4;2;2
1350620.js;6;4;2;0;4;4;0
2987191.js;3;2;1;0;2;2;0
1812431.js;2;1;1;0;1;1;0
420956.js;8;1;7;0;1;1;0
4190734.js;3;2;1;0;2;2;0
99771.js;24;15;9;0;15;15;0
4393162.js;7;5;2;0;5;5;0
872614.js;6;2;4;0;2;2;0
3715747.js;4;1;3;0;1;1;0
5243239.js;16;4;12;0;4;4;0
4654236.js;12;9;3;0;9;9;0
1712498.js;23;7;16;3;10;7;3
69459.js;13;5;8;1;6;5;1
4905076.js;16;11;5;0;10;10;0
4229991.js;8;2;6;1;3;2;1
4674313.js;17;6;11;1;7;6;1
4020524.js;17;5;12;0;5;5;0
1159883.js;12;10;2;0;10;10;0
2063942.js;21;8;13;1;9;8;2
2522382.js;3;2;1;0;2;2;0
1954009.js;26;9;17;4;13;9;5
1662510.js;18;1;17;4;5;1;4
3709337.js;4;1;3;0;1;1;0
2695.js;24;4;20;3;7;4;3
1297677.js;13;5;8;0;5;5;1
857823.js;7;6;1;0;6;6;0
982373.js;4;1;3;1;2;1;1
1658586.js;18;6;12;0;6;6;0
4969344.js;21;2;19;0;2;2;1
656116.js;14;2;12;0;2;2;0
987507.js;14;4;10;2;6;4;2
4676360.js;27;17;10;1;18;17;1
675610.js;11;4;7;0;4;4;0
1814784.js;8;1;7;2;3;1;2
3054679.js;6;1;5;0;1;1;0
3127095.js;13;7;6;0;7;7;0
1078196.js;12;1;11;0;1;1;1
3902813.js;34;6;28;2;8;6;2
1744216.js;12;1;11;3;4;1;3
1123540.js;39;8;31;4;11;7;3
5181673.js;7;3;4;1;4;3;1
98349.js;16;14;2;0;14;14;0
1745039.js;12;7;5;2;9;7;2
3848822.js;39;8;31;0;7;7;0
111765.js;20;7;13;1;8;7;1
2863921.js;36;13;23;3;16;13;3
5300447.js;9;3;6;0;2;2;0
593202.js;5;3;2;0;3;3;0
4970880.js;27;11;16;3;14;11;4
2898298.js;15;2;13;0;2;2;0
1359486.js;36;3;33;6;9;3;6
1896753.js;2;1;1;0;1;1;0
3463846.js;36;20;16;5;25;20;5
4147073.js;3;1;2;1;2;1;1
3290564.js;6;4;2;1;5;4;1
237189.js;13;3;10;2;5;3;2
1056556.js;6;4;2;0;4;4;0
4022522.js;7;2;5;2;4;2;2
5181627.js;7;3;4;1;4;3;1
503670.js;31;6;25;2;8;6;2
213418.js;9;5;4;0;5;5;0
2305056.js;18;7;11;0;7;7;0
1463213.js;35;12;23;0;12;12;0
1165647.js;31;19;12;0;17;17;0
493312.js;14;3;11;2;5;3;2
2868687.js;20;2;18;2;4;2;2
553863.js;28;6;22;0;6;6;0
1666289.js;3;1;2;0;1;1;0
2997248.js;19;6;13;0;5;5;0
2860508.js;15;2;13;0;2;2;0
3098716.js;14;3;11;2;5;3;2
1297976.js;2;1;1;0;1;1;0
724392.js;13;12;1;0;12;12;0
5070556.js;25;4;21;1;5;4;1
431105.js;8;6;2;1;7;6;1
3243479.js;35;9;26;2;11;9;2
1195348.js;24;8;16;0;8;8;1
2619475.js;13;3;10;1;3;2;1
1255129.js;6;3;3;1;4;3;1
4176427.js;50;12;38;3;15;12;4
624103.js;5;3;2;0;3;3;0
2523533.js;25;7;18;3;10;7;3
1674232.js;7;4;3;0;4;4;0
2683618.js;29;12;17;0;12;12;0
877899.js;6;2;4;0;2;2;0
1922842.js;13;1;12;2;3;1;2
4462540.js;16;11;5;0;11;11;0
4809418.js;3;1;2;1;2;1;1
569143.js;5;4;1;1;5;4;1
388132.js;3;1;2;0;1;1;0
1119460.js;20;6;14;0;6;6;0
1129915.js;4;1;3;0;1;1;0
262025.js;18;10;8;7;17;10;7
4637735.js;9;5;4;0;5;5;0
1754022.js;7;3;4;0;3;3;0
783102.js;5;4;1;0;4;4;0
4125127.js;21;9;12;4;13;9;4
3782013.js;9;2;7;0;2;2;0
1580627.js;14;8;6;1;9;8;1
3540198.js;7;2;5;0;2;2;0
4453765.js;9;6;3;0;6;6;0
1650021.js;15;4;11;0;4;4;0
1749229.js;19;3;16;3;6;3;3
2964451.js;8;4;4;0;4;4;0
2794705.js;26;5;21;1;5;4;1
783570.js;17;2;15;1;3;2;1
3357400.js;9;5;4;0;4;4;1
962495.js;14;1;13;4;5;1;4
99059.js;30;18;12;0;18;18;0
2273713.js;32;6;26;2;8;6;2
2871020.js;2;1;1;0;1;1;0
1950456.js;3;1;2;1;2;1;1
2272186.js;10;2;8;1;3;2;1
1337498.js;17;5;12;5;10;5;5
4961765.js;23;9;14;2;10;8;2
3321604.js;7;6;1;0;6;6;0
803917.js;17;12;5;2;14;12;2
2185691.js;14;8;6;0;8;8;0
3821984.js;4;3;1;0;3;3;0
41494.js;9;2;7;0;2;2;0
1467290.js;10;7;3;0;7;7;0
943443.js;6;1;5;2;3;1;2
552776.js;10;3;7;2;5;3;2
7831.js;18;5;13;0;5;5;1
2625911.js;4;1;3;2;3;1;2
368182.js;16;9;7;0;9;9;1
3788892.js;31;3;28;2;5;3;2
976636.js;17;5;12;0;5;5;0
572216.js;30;3;27;1;4;3;2
2889603.js;13;4;9;0;4;4;0
4405727.js;27;1;26;1;2;1;1
326418.js;9;3;6;1;4;3;1
5159009.js;14;6;8;0;6;6;0
136294.js;7;4;3;1;5;4;1
1471036.js;11;6;5;1;7;6;1
572238.js;19;1;18;1;2;1;1
2716257.js;8;2;6;0;2;2;0
2902872.js;12;4;8;1;5;4;1
908246.js;23;3;20;1;4;3;1
2971876.js;9;1;8;0;1;1;0
322120.js;12;2;10;2;4;2;3
1089088.js;19;5;14;2;7;5;2
2309758.js;16;13;3;0;13;13;0
4621895.js;2;1;1;0;1;1;0
700383.js;48;6;42;2;8;6;2
3361883.js;10;5;5;0;5;5;0
1631063.js;12;5;7;2;7;5;2
845367.js;26;10;16;10;20;10;10
3847408.js;8;6;2;0;6;6;0
897078.js;34;5;29;2;7;5;2
4038352.js;5;2;3;0;2;2;0
3178340.js;16;3;13;0;3;3;0
383521.js;16;11;5;1;12;11;1
3993525.js;14;3;11;2;5;3;2
782229.js;19;5;14;1;6;5;2
321028.js;17;2;15;1;3;2;2
5026782.js;3;2;1;0;2;2;0
730330.js;25;8;17;0;8;8;0
443785.js;9;5;4;0;5;5;0
1788511.js;13;4;9;0;4;4;0
437688.js;33;8;25;3;11;8;3
48827.js;10;3;7;1;3;2;1
812390.js;10;6;4;0;6;6;0
4055221.js;4;2;2;1;3;2;1
4123716.js;6;3;3;1;4;3;1
3799638.js;23;8;15;2;10;8;2
3765522.js;15;4;11;2;6;4;3
1298014.js;11;8;3;1;8;7;1
457096.js;8;1;7;0;1;1;0
1899542.js;4;2;2;0;2;2;0
2834544.js;28;25;3;0;25;25;0
1683148.js;16;3;13;3;6;3;3
4835982.js;5;2;3;0;2;2;0
2794714.js;7;4;3;0;4;4;0
4443585.js;23;3;20;2;5;3;2
1976705.js;3;1;2;1;2;1;1
2171024.js;4;1;3;0;1;1;0
2941283.js;16;5;11;4;9;5;4
568170.js;34;13;21;2;15;13;2
1355726.js;14;1;13;0;1;1;0
3495509.js;13;7;6;1;8;7;1
5300865.js;21;2;19;1;3;2;1
2972167.js;23;4;19;1;5;4;2
2659427.js;40;5;35;1;6;5;1
5159182.js;12;5;7;0;5;5;0
4712499.js;20;6;14;1;7;6;1
911237.js;13;4;9;0;4;4;0
2299856.js;14;8;6;0;8;8;0
4276145.js;27;5;22;3;8;5;3
3800634.js;7;3;4;0;2;2;0
365184.js;19;11;8;0;11;11;0
3272034.js;11;4;7;0;4;4;0
1479436.js;11;1;10;0;1;1;0
292164.js;11;6;5;1;7;6;1
947653.js;20;13;7;0;12;12;0
2836395.js;45;19;26;5;23;18;4
86812.js;27;3;24;1;4;3;1
502145.js;26;4;22;1;5;4;1
266465.js;13;5;8;1;6;5;1
960219.js;9;4;5;0;4;4;0
4127810.js;5;3;2;0;3;3;0
82427.js;28;12;16;1;12;11;1
288300.js;15;12;3;0;11;11;0
2040428.js;34;3;31;5;8;3;5
670373.js;10;2;8;0;2;2;0
2501010.js;4;2;2;2;4;2;2
3704564.js;25;9;16;1;10;9;1
263435.js;7;3;4;1;4;3;1
109042.js;24;7;17;0;7;7;0
4166479.js;18;1;17;0;1;1;0
1709722.js;11;4;7;0;4;4;0
3377243.js;15;4;11;1;5;4;1
4668865.js;27;17;10;0;16;16;1
2262511.js;6;3;3;0;3;3;0
27942.js;2;1;1;0;1;1;0
879717.js;20;9;11;0;9;9;0
4293483.js;6;1;5;1;2;1;1
3480682.js;5;4;1;0;4;4;0
5008857.js;8;3;5;1;4;3;1
1330384.js;16;4;12;0;4;4;0
4249083.js;21;10;11;0;9;9;0
1279009.js;10;7;3;0;7;7;0
2530657.js;11;6;5;0;6;6;0
1881013.js;9;5;4;0;4;4;0
783441.js;4;2;2;1;3;2;1
3169028.js;25;10;15;0;10;10;0
691908.js;17;8;9;0;8;8;0
2957908.js;4;2;2;0;2;2;1
3051004.js;17;9;8;0;8;8;0
545476.js;11;9;2;0;9;9;0
1667688.js;12;3;9;6;9;3;6
2302616.js;16;8;8;2;10;8;2
4191005.js;12;3;9;1;4;3;1
2423102.js;35;4;31;0;4;4;0
1301791.js;15;6;9;0;6;6;1
848492.js;11;6;5;0;6;6;0
4607435.js;17;10;7;2;12;10;2
1779734.js;8;2;6;1;3;2;1
574477.js;29;8;21;4;12;8;4
5225700.js;14;2;12;1;3;2;1
797509.js;10;2;8;1;3;2;1
279541.js;11;3;8;0;3;3;0
1032231.js;2;1;1;0;1;1;0
4067760.js;10;4;6;0;4;4;0
233007.js;3;1;2;0;1;1;0
222092.js;5;1;4;1;2;1;1
5179680.js;5;1;4;2;3;1;2
1030388.js;32;3;29;1;4;3;1
250148.js;35;13;22;4;17;13;4
3501981.js;36;4;32;3;7;4;3
1439758.js;5;3;2;0;3;3;0
958243.js;12;4;8;0;4;4;1
5093510.js;28;8;20;3;11;8;4
319066.js;25;11;14;0;11;11;0
212193.js;11;4;7;0;4;4;0
4971608.js;42;6;36;1;7;6;2
3244095.js;2;1;1;0;1;1;0
2128494.js;16;5;11;1;6;5;1
3491008.js;10;6;4;0;6;6;0
1397895.js;22;4;18;4;7;3;4
5299602.js;17;6;11;2;8;6;3
5115246.js;11;1;10;3;4;1;5
2321465.js;16;2;14;0;2;2;0
3964439.js;3;2;1;0;2;2;0
419039.js;18;2;16;2;4;2;2
80338.js;57;6;51;12;18;6;14
768283.js;20;8;12;0;6;6;0
2552313.js;21;10;11;1;11;10;2
655376.js;15;4;11;2;6;4;2
2855289.js;21;7;14;2;9;7;2
1187223.js;16;4;12;1;5;4;2
3891464.js;13;6;7;0;6;6;0
61269.js;1;0;1;0;0;0;0
223713.js;46;18;28;0;17;17;0
4195715.js;5;1;4;0;1;1;0
1766179.js;6;2;4;2;4;2;2
4486125.js;4;2;2;0;2;2;0
3294830.js;6;4;2;0;4;4;1
1121427.js;7;2;5;0;2;2;0
4918087.js;39;4;35;2;6;4;2
2003445.js;7;4;3;0;4;4;0
2032555.js;13;4;9;0;4;4;0
1402518.js;21;3;18;0;3;3;0
4905139.js;3;2;1;0;2;2;0
2278699.js;7;2;5;0;2;2;0
3652855.js;21;4;17;3;7;4;3
1799081.js;4;1;3;0;1;1;0
3007520.js;2;1;1;0;1;1;0
3374155.js;12;1;11;1;2;1;0
2222247.js;21;7;14;2;9;7;2
4058715.js;10;6;4;0;6;6;0
3657560.js;5;1;4;1;2;1;1
387920.js;2;1;1;0;1;1;0
461380.js;4;1;3;0;1;1;0
431228.js;4;3;1;0;3;3;0
382336.js;7;1;6;0;1;1;0
2666614.js;22;5;17;2;7;5;2
812585.js;3;1;2;0;1;1;0
2084861.js;15;7;8;1;8;7;1
14343.js;15;5;10;1;6;5;1
2265435.js;17;3;14;0;3;3;0
3522265.js;12;7;5;0;7;7;0
576715.js;7;6;1;0;6;6;0
4514051.js;3;2;1;0;2;2;0
357494.js;5;3;2;0;3;3;0
1574573.js;31;9;22;1;10;9;1
940428.js;12;8;4;0;8;8;0
1816814.js;22;2;20;0;2;2;2
5110196.js;27;8;19;0;8;8;0
3100307.js;20;16;4;0;15;15;0
347300.js;26;3;23;2;5;3;2
3222665.js;3;2;1;0;2;2;0
74079.js;10;5;5;1;6;5;2
4150439.js;10;2;8;2;4;2;2
1119036.js;4;3;1;0;3;3;0
3291112.js;4;3;1;1;3;2;1
2958676.js;4;2;2;0;2;2;0
2181952.js;4;2;2;1;3;2;1
2662247.js;8;1;7;2;3;1;3
1662918.js;20;1;19;0;1;1;0
1840649.js;11;1;10;1;2;1;1
2717397.js;7;1;6;2;3;1;3
265672.js;8;4;4;1;5;4;1
4437157.js;3;1;2;2;3;1;2
5136939.js;14;1;13;1;2;1;1
857914.js;28;4;24;4;8;4;4
413218.js;36;1;35;3;4;1;4
1637436.js;4;3;1;0;3;3;0
3659040.js;16;2;14;0;2;2;0
2496854.js;9;4;5;0;4;4;0
124776.js;4;3;1;0;3;3;0
14611.js;14;2;12;2;4;2;2
1112658.js;6;4;2;0;4;4;0
2103512.js;14;4;10;1;5;4;1
1199251.js;17;5;12;3;8;5;3
90252.js;6;3;3;0;3;3;0
730163.js;19;7;12;1;8;7;1
2616209.js;30;5;25;0;5;5;0
2616423.js;14;8;6;2;10;8;2
626924.js;10;7;3;0;6;6;0
3877994.js;5;1;4;0;1;1;0
5243842.js;10;5;5;0;5;5;0
1226023.js;14;3;11;0;3;3;0
3340272.js;16;10;6;1;10;9;0
1720376.js;18;2;16;0;2;2;2
3761703.js;8;4;4;1;5;4;1
518007.js;19;3;16;0;3;3;0
552246.js;6;3;3;0;3;3;0
128804.js;33;2;31;1;3;2;1
12649.js;4;1;3;0;1;1;0
1361041.js;12;8;4;2;10;8;2
1379052.js;16;4;12;1;5;4;2
1056523.js;17;5;12;2;7;5;2
3396075.js;5;3;2;0;3;3;0
671333.js;20;4;16;1;5;4;1
2902330.js;18;1;17;0;1;1;0
4296722.js;26;3;23;0;3;3;0
783870.js;9;5;4;1;5;4;1
469460.js;13;4;9;1;5;4;1
4297077.js;5;4;1;0;4;4;0
1762680.js;8;1;7;1;2;1;1
2580376.js;19;8;11;0;8;8;0
696634.js;7;3;4;1;4;3;1
4005876.js;4;2;2;0;2;2;0
2957933.js;3;1;2;0;1;1;1
4664254.js;12;10;2;0;9;9;0
1994522.js;20;6;14;1;7;6;1
956263.js;6;5;1;0;5;5;0
2352168.js;14;3;11;1;4;3;1
1094204.js;6;3;3;0;3;3;0
551223.js;5;3;2;0;3;3;0
4296881.js;10;2;8;0;2;2;1
2949437.js;7;4;3;0;4;4;0
4819967.js;21;4;17;0;4;4;0
2917275.js;9;7;2;0;7;7;0
1291279.js;16;7;9;0;7;7;0
3879451.js;41;5;36;1;6;5;1
566963.js;6;4;2;1;5;4;1
149756.js;25;10;15;1;11;10;1
2930765.js;4;1;3;0;1;1;0
3114705.js;20;9;11;1;10;9;2
2836493.js;17;13;4;0;13;13;0
3157750.js;10;2;8;2;4;2;2
3310677.js;10;6;4;1;7;6;1
1914067.js;38;10;28;3;13;10;3
2488799.js;6;3;3;0;3;3;0
3524363.js;22;6;16;2;8;6;2
2999397.js;34;4;30;1;5;4;2
1814722.js;40;14;26;4;18;14;5
45813.js;5;2;3;2;4;2;2
1235708.js;6;3;3;1;4;3;1
455529.js;25;2;23;1;3;2;1
1110858.js;5;3;2;2;5;3;2
5132876.js;2;1;1;0;1;1;0
2255394.js;3;2;1;0;2;2;0
5138279.js;2;1;1;0;1;1;0
1121349.js;2;1;1;0;1;1;0
1976692.js;3;1;2;1;2;1;1
1828826.js;31;8;23;6;14;8;6
993871.js;3;1;2;1;2;1;1
5299983.js;13;6;7;1;7;6;1
3080882.js;17;2;15;0;2;2;0
1024970.js;44;12;32;0;12;12;0
841418.js;37;15;22;6;21;15;6
2635415.js;22;20;2;0;20;20;0
4145894.js;30;6;24;0;6;6;0
